direction,planned_entry,entry_price,exit_price,stop,target,shares,bars_held,exit_reason,gross_pnl,costs,pnl,r_multiple,r_multiple_gross,exit_style,scale_out,ticker,strategy,strategy_label,regime,signal_date,entry_date,exit_date,index_symbol,signal_price,headline,currency,fx_rate,fx_in,fx_out,pnl_base,costs_base
long,1269.7,1270.3348,1281.4589,1245.83,1339.89,118,40,timeout,1312.64,2.0,1310.64,0.49,0.52,fixed,,GC=F,low_beta,Low beta,SIDEWAYS,2017-10-02,2017-10-03,2017-11-29,^GSPC,1272.7,"Defensive tilt — beta -0.40, still in its own uptrend",GBP,1.0,1.0,1.0,1310.64,2.0
long,5057.3023,5059.8309,4949.5699,4660.31,6216.35,25,40,timeout,-2756.52,644.48,-3401.0,-0.27,-0.27,fixed,,AZN.L,ts_momentum,Time-series momentum,TRENDING_UP,2017-10-02,2017-10-03,2017-11-28,,5049.32,Trend-following long — its own 12-month return is +0.4%,GBP,1.0,1.0,1.0,-3401.0,644.48
long,96.2887,96.3369,99.3972,94.48,100.35,1557,40,timeout,4764.89,2.0,4762.89,1.72,1.75,fixed,,TLT,low_beta,Low beta,SIDEWAYS,2017-10-09,2017-10-10,2017-12-06,^GSPC,96.16,"Defensive tilt — beta -0.44, still in its own uptrend",GBP,1.0,1.0,1.0,4762.89,2.0
long,86.0135,86.0565,86.1368,85.33,87.52,1743,40,timeout,139.96,2.0,137.96,0.18,0.24,fixed,,IEF,low_beta,Low beta,SIDEWAYS,2017-10-09,2017-10-10,2017-12-06,^GSPC,85.96,"Defensive tilt — beta -0.21, still in its own uptrend",GBP,1.0,1.0,1.0,137.96,2.0
long,737.369,737.7377,752.5223,696.39,871.47,203,40,timeout,3001.27,760.8,2240.47,0.37,0.38,fixed,,HSBA.L,ts_momentum,Time-series momentum,SIDEWAYS,2017-10-23,2017-10-24,2017-12-19,,740.16,Trend-following long — its own 12-month return is +19.2%,GBP,1.0,1.0,1.0,2240.47,760.8
long,1.165,1.1656,1.1852,1.13,1.25,128757,40,timeout,2523.64,2.0,2521.64,0.58,0.59,fixed,,EURUSD=X,ts_momentum,Time-series momentum,SIDEWAYS,2017-10-30,2017-10-31,2017-12-27,^GSPC,1.16,Trend-following long — its own 12-month return is +5.3%,GBP,1.0,1.0,1.0,2521.64,2.0
long,1.3256,1.3262,1.3434,1.3,1.42,113159,40,timeout,1946.33,2.0,1944.33,0.7,0.73,fixed,,GBPUSD=X,high_52w,52-week high,SIDEWAYS,2017-11-01,2017-11-02,2017-12-29,^GSPC,1.33,At 98% of its 52-week high,GBP,1.0,1.0,1.0,1944.33,2.0
long,56.38,56.4082,63.4583,52.55,66.71,2610,40,timeout,18400.76,2.0,18398.76,1.85,1.86,fixed,,CL=F,ts_momentum,Time-series momentum,TRENDING_UP,2017-11-20,2017-11-21,2018-01-22,^GSPC,56.09,Trend-following long — its own 12-month return is +22.8%,GBP,1.0,1.0,1.0,18398.76,2.0
long,226.3781,226.4912,236.8315,221.83,236.95,662,28,target,6845.28,2.0,6843.28,2.3,2.32,fixed,,SPY,ts_momentum,Time-series momentum,VOLATILITY_SQUEEZE,2017-11-20,2017-11-21,2018-01-03,^GSPC,225.61,Trend-following long — its own 12-month return is +20.6%,GBP,1.0,1.0,1.0,6843.28,2.0
long,40.7088,40.7292,39.2004,39.22,44.98,3684,1,stop,-5632.1,2.0,-5634.1,-1.01,-1.0,fixed,,AAPL,ts_momentum,Time-series momentum,TRENDING_UP,2017-11-27,2017-11-28,2017-11-29,^GSPC,40.66,Trend-following long — its own 12-month return is +58.2%,GBP,1.0,1.0,1.0,-5634.1,2.0
long,1272.5,1273.1363,1248.9552,1249.58,1366.46,117,3,stop,-2829.19,2.0,-2831.19,-1.03,-1.0,fixed,,GC=F,high_52w,52-week high,VOLATILITY_SQUEEZE,2017-12-01,2017-12-04,2017-12-07,^GSPC,1278.8,At 95% of its 52-week high,GBP,1.0,1.0,1.0,-2831.19,2.0
long,40.2838,40.3039,39.1664,38.12,45.44,3723,40,timeout,-4234.91,2.0,-4236.91,-0.52,-0.51,fixed,,AAPL,high_52w,52-week high,VOLATILITY_SQUEEZE,2017-12-01,2017-12-04,2018-02-01,^GSPC,39.95,At 97% of its 52-week high,GBP,1.0,1.0,1.0,-4236.91,2.0
long,98.2708,98.32,95.8082,95.98,105.94,1526,19,stop,-3833.01,2.0,-3835.01,-1.07,-1.05,fixed,,TLT,ts_momentum,Time-series momentum,VOLATILITY_SQUEEZE,2017-12-11,2017-12-12,2018-01-10,^GSPC,98.47,Trend-following long — its own 12-month return is +10.4%,GBP,1.0,1.0,1.0,-3835.01,2.0
long,85.8227,85.8656,85.0175,85.06,88.42,1747,18,stop,-1481.63,2.0,-1483.63,-1.06,-1.0,fixed,,IEF,ts_momentum,Time-series momentum,VOLATILITY_SQUEEZE,2017-12-11,2017-12-12,2018-01-09,^GSPC,85.9,Trend-following long — its own 12-month return is +3.0%,GBP,1.0,1.0,1.0,-1483.63,2.0
long,1284.0,1284.642,1314.8423,1256.95,1365.55,116,40,timeout,3503.23,2.0,3501.23,1.14,1.16,fixed,,GC=F,ts_momentum,Time-series momentum,SIDEWAYS,2017-12-26,2017-12-27,2018-02-27,^GSPC,1284.1,Trend-following long — its own 12-month return is +13.4%,GBP,1.0,1.0,1.0,3501.23,2.0
long,4940.0728,4942.5429,4629.4709,4704.71,5622.23,30,27,stop,-9392.16,753.38,-10145.54,-1.32,-1.31,fixed,,AZN.L,ts_momentum,Time-series momentum,SIDEWAYS,2017-12-27,2017-12-28,2018-02-06,,4934.09,Trend-following long — its own 12-month return is +12.0%,GBP,1.0,1.0,1.0,-10145.54,753.38
long,759.569,759.9487,728.1446,729.9,850.98,197,27,stop,-6265.41,760.55,-7025.96,-1.06,-1.05,fixed,,HSBA.L,ts_momentum,Time-series momentum,TRENDING_UP,2017-12-27,2017-12-28,2018-02-06,,760.17,Trend-following long — its own 12-month return is +17.0%,GBP,1.0,1.0,1.0,-7025.96,760.55
long,1.2011,1.2017,1.2309,1.17,1.29,124886,40,timeout,3646.67,2.0,3644.67,0.96,0.98,fixed,,EURUSD=X,ts_momentum,Time-series momentum,SIDEWAYS,2018-01-01,2018-01-02,2018-02-27,^GSPC,1.2,Trend-following long — its own 12-month return is +13.4%,GBP,1.0,1.0,1.0,3644.67,2.0
long,1.3511,1.3518,1.3959,1.32,1.44,111019,40,timeout,4895.94,2.0,4893.94,1.44,1.46,fixed,,GBPUSD=X,ts_momentum,Time-series momentum,VOLATILITY_SQUEEZE,2018-01-01,2018-01-02,2018-02-27,^GSPC,1.35,Trend-following long — its own 12-month return is +11.0%,GBP,1.0,1.0,1.0,4893.94,2.0
long,240.8969,241.0174,236.6416,236.76,251.64,622,18,stop,-2721.75,2.0,-2723.75,-1.03,-1.0,fixed,,SPY,ts_momentum,Time-series momentum,TRENDING_UP,2018-01-08,2018-01-09,2018-02-05,^GSPC,240.48,Trend-following long — its own 12-month return is +22.9%,GBP,1.0,1.0,1.0,-2723.75,2.0
long,97.6279,97.6767,95.0924,95.14,104.98,1536,9,stop,-3969.48,2.0,-3971.48,-1.02,-1.0,fixed,,TLT,ts_momentum,Time-series momentum,SIDEWAYS,2018-01-16,2018-01-17,2018-01-30,^GSPC,97.6,Trend-following long — its own 12-month return is +5.7%,GBP,1.0,1.0,1.0,-3971.48,2.0
long,65.53,65.5628,61.6292,61.66,77.26,2289,6,stop,-9004.01,2.0,-9006.01,-1.01,-1.0,fixed,,CL=F,ts_momentum,Time-series momentum,TRENDING_UP,2018-01-29,2018-01-30,2018-02-07,^GSPC,65.56,Trend-following long — its own 12-month return is +23.3%,GBP,1.0,1.0,1.0,-9006.01,2.0
long,59.35,59.3797,67.0365,53.86,75.58,1821,40,timeout,13943.03,2.0,13941.03,1.4,1.41,fixed,,CL=F,ts_momentum,Time-series momentum,TRENDING_UP,2018-02-12,2018-02-13,2018-04-12,^GSPC,59.29,Trend-following long — its own 12-month return is +10.1%,GBP,1.0,1.0,1.0,13941.03,2.0
long,729.7035,730.0684,693.6556,694.82,831.98,205,16,stop,-7464.62,760.32,-8224.94,-1.03,-1.02,fixed,,HSBA.L,ts_momentum,Time-series momentum,TRENDING_UP,2018-02-12,2018-02-13,2018-03-07,,729.11,Trend-following long — its own 12-month return is +6.5%,GBP,1.0,1.0,1.0,-8224.94,760.32
long,37.9786,37.9976,40.8169,34.53,49.05,2899,40,timeout,8173.15,2.0,8171.15,0.82,0.83,fixed,,AAPL,ts_momentum,Time-series momentum,TRENDING_UP,2018-02-12,2018-02-13,2018-04-12,^GSPC,38.16,Trend-following long — its own 12-month return is +25.1%,GBP,1.0,1.0,1.0,8171.15,2.0
long,231.7403,231.8562,234.2789,217.91,278.03,647,40,timeout,1567.49,2.0,1565.49,0.18,0.19,fixed,,SPY,ts_momentum,Time-series momentum,TRENDING_UP,2018-02-12,2018-02-13,2018-04-12,^GSPC,232.94,Trend-following long — its own 12-month return is +16.8%,GBP,1.0,1.0,1.0,1565.49,2.0
long,1.2271,1.2277,1.2104,1.19,1.31,122236,40,timeout,-2114.68,2.0,-2116.68,-0.45,-0.44,fixed,,EURUSD=X,high_52w,52-week high,TRENDING_UP,2018-03-01,2018-03-02,2018-04-27,^GSPC,1.22,At 98% of its 52-week high,GBP,1.0,1.0,1.0,-2116.68,2.0
long,1.3775,1.3782,1.3912,1.35,1.47,108895,40,timeout,1415.63,2.0,1413.63,0.5,0.53,fixed,,GBPUSD=X,high_52w,52-week high,SIDEWAYS,2018-03-01,2018-03-02,2018-04-27,^GSPC,1.38,At 97% of its 52-week high,GBP,1.0,1.0,1.0,1413.63,2.0
long,1314.3,1314.9572,1315.5419,1263.78,1420.26,114,40,timeout,66.66,2.0,64.66,0.02,0.04,fixed,,GC=F,high_52w,52-week high,SIDEWAYS,2018-03-01,2018-03-02,2018-04-30,^GSPC,1302.9,At 96% of its 52-week high,GBP,1.0,1.0,1.0,64.66,2.0
long,95.3163,95.364,93.3633,93.41,102.65,1573,12,stop,-3147.1,2.0,-3149.1,-1.02,-1.0,fixed,,TLT,high_52w,52-week high,SIDEWAYS,2018-04-02,2018-04-03,2018-04-19,^GSPC,95.72,At 96% of its 52-week high,GBP,1.0,1.0,1.0,-3149.1,2.0
long,84.1066,84.1487,83.2399,83.31,87.03,1783,12,stop,-1620.39,2.0,-1622.39,-1.09,-1.04,fixed,,IEF,high_52w,52-week high,SIDEWAYS,2018-04-02,2018-04-03,2018-04-19,^GSPC,84.24,At 96% of its 52-week high,GBP,1.0,1.0,1.0,-1622.39,2.0
long,4918.9859,4921.4453,5407.2818,4655.95,5696.11,30,40,timeout,14575.09,750.22,13824.87,1.86,1.87,fixed,,AZN.L,ts_momentum,Time-series momentum,SIDEWAYS,2018-04-03,2018-04-04,2018-06-01,,4915.99,Trend-following long — its own 12-month return is +0.3%,GBP,1.0,1.0,1.0,13824.87,750.22
long,66.42,66.4532,66.6067,61.21,81.25,1919,40,timeout,294.57,2.0,292.57,0.04,0.04,fixed,,CL=F,ts_momentum,Time-series momentum,SIDEWAYS,2018-04-16,2018-04-17,2018-06-13,^GSPC,66.22,Trend-following long — its own 12-month return is +24.5%,GBP,1.0,1.0,1.0,292.57,2.0
long,41.3884,41.4091,38.3008,38.32,49.96,3259,5,stop,-10129.95,2.0,-10131.95,-1.01,-1.0,fixed,,AAPL,ts_momentum,Time-series momentum,SIDEWAYS,2018-04-16,2018-04-17,2018-04-24,^GSPC,41.23,Trend-following long — its own 12-month return is +26.6%,GBP,1.0,1.0,1.0,-10131.95,2.0
long,237.3929,237.5116,244.9388,222.19,275.95,631,40,timeout,4686.56,2.0,4684.56,0.5,0.5,fixed,,SPY,ts_momentum,Time-series momentum,SIDEWAYS,2018-04-16,2018-04-17,2018-06-13,^GSPC,235.63,Trend-following long — its own 12-month return is +17.2%,GBP,1.0,1.0,1.0,4684.56,2.0
long,82.8078,82.8492,82.4388,82.48,83.66,1811,13,stop,-743.23,2.0,-745.23,-1.13,-1.0,fixed,,IEF,band_reversion,Band reversion,SIDEWAYS,2018-04-25,2018-04-26,2018-05-15,^GSPC,82.61,Oversold and stalling — fade back to the 20-day average,GBP,1.0,1.0,1.0,-745.23,2.0
long,1.2083,1.2089,1.1794,1.18,1.3,124139,11,stop,-3662.1,2.0,-3664.1,-1.02,-1.0,fixed,,EURUSD=X,ts_momentum,Time-series momentum,SIDEWAYS,2018-04-30,2018-05-01,2018-05-16,^GSPC,1.21,Trend-following long — its own 12-month return is +10.9%,GBP,1.0,1.0,1.0,-3664.1,2.0
long,1.3772,1.3779,1.3493,1.35,1.47,108915,3,stop,-3114.97,2.0,-3116.97,-1.03,-1.0,fixed,,GBPUSD=X,ts_momentum,Time-series momentum,TRENDING_UP,2018-04-30,2018-05-01,2018-05-04,^GSPC,1.38,Trend-following long — its own 12-month return is +6.4%,GBP,1.0,1.0,1.0,-3116.97,2.0
long,1309.0,1309.6545,1269.445,1270.08,1404.96,114,33,stop,-4583.88,2.0,-4585.88,-1.02,-1.0,fixed,,GC=F,high_52w,52-week high,SIDEWAYS,2018-05-01,2018-05-02,2018-06-19,^GSPC,1303.8,At 96% of its 52-week high,GBP,1.0,1.0,1.0,-4585.88,2.0
long,43.3817,43.4034,43.6237,40.21,53.05,3152,40,timeout,694.39,2.0,692.39,0.08,0.08,fixed,,AAPL,ts_momentum,Time-series momentum,SIDEWAYS,2018-05-07,2018-05-08,2018-07-05,^GSPC,43.42,Trend-following long — its own 12-month return is +26.3%,GBP,1.0,1.0,1.0,692.39,2.0
long,1.3561,1.3568,1.3293,1.33,1.45,110610,9,stop,-3041.78,2.0,-3043.78,-1.03,-1.0,fixed,,GBPUSD=X,ts_momentum,Time-series momentum,SIDEWAYS,2018-05-14,2018-05-15,2018-05-28,^GSPC,1.36,Trend-following long — its own 12-month return is +4.3%,GBP,1.0,1.0,1.0,-3043.78,2.0
long,739.8805,740.2504,703.7979,704.15,830.75,202,21,stop,-7363.4,759.65,-8123.05,-1.01,-1.0,fixed,,HSBA.L,ts_momentum,Time-series momentum,SIDEWAYS,2018-05-21,2018-05-22,2018-06-21,,735.8,Trend-following long — its own 12-month return is +10.9%,GBP,1.0,1.0,1.0,-8123.05,759.65
long,95.243,95.2907,93.7731,93.82,103.42,1574,5,stop,-2388.7,2.0,-2390.7,-1.03,-1.0,fixed,,TLT,ts_momentum,Time-series momentum,SIDEWAYS,2018-05-29,2018-05-30,2018-06-06,^GSPC,96.22,Trend-following long — its own 12-month return is +1.5%,GBP,1.0,1.0,1.0,-2390.7,2.0
long,5411.9833,5414.6893,5145.7458,5148.32,6191.0,27,22,stop,-7261.47,742.98,-8004.45,-1.01,-1.0,fixed,,AZN.L,ts_momentum,Time-series momentum,TRENDING_UP,2018-06-04,2018-06-05,2018-07-05,,5408.99,Trend-following long — its own 12-month return is +1.5%,GBP,1.0,1.0,1.0,-8004.45,742.98
long,65.82,65.8529,64.9775,61.02,80.34,2083,40,timeout,-1823.46,2.0,-1825.46,-0.18,-0.17,fixed,,CL=F,ts_momentum,Time-series momentum,TRENDING_UP,2018-06-18,2018-06-19,2018-08-15,^GSPC,65.85,Trend-following long — its own 12-month return is +47.2%,GBP,1.0,1.0,1.0,-1825.46,2.0
long,242.5937,242.715,239.4602,239.58,260.7,618,4,stop,-2011.47,2.0,-2013.47,-1.04,-1.0,fixed,,SPY,ts_momentum,Time-series momentum,SIDEWAYS,2018-06-18,2018-06-19,2018-06-25,^GSPC,244.86,Trend-following long — its own 12-month return is +16.1%,GBP,1.0,1.0,1.0,-2013.47,2.0
long,1268.1,1268.734,1261.7788,1262.41,1292.31,118,2,stop,-820.71,2.0,-822.71,-1.11,-1.0,fixed,,GC=F,band_reversion,Band reversion,SIDEWAYS,2018-06-21,2018-06-22,2018-06-26,^GSPC,1267.2,Oversold and stalling — fade back to the 20-day average,GBP,1.0,1.0,1.0,-822.71,2.0
long,96.0996,96.1476,94.4128,94.46,99.71,1560,13,stop,-2706.29,2.0,-2708.29,-1.03,-1.0,fixed,,TLT,low_beta,Low beta,SIDEWAYS,2018-07-02,2018-07-03,2018-07-23,^GSPC,95.96,"Defensive tilt — beta -0.18, still in its own uptrend",GBP,1.0,1.0,1.0,-2708.29,2.0
long,84.0376,84.0796,84.2515,83.28,86.16,1784,40,timeout,306.67,2.0,304.67,0.28,0.34,fixed,,IEF,high_52w,52-week high,SIDEWAYS,2018-07-02,2018-07-03,2018-08-29,^GSPC,84.0,At 96% of its 52-week high,GBP,1.0,1.0,1.0,304.67,2.0
long,241.5931,241.7139,257.941,233.8,261.4,620,40,timeout,10060.8,2.0,10058.8,2.1,2.11,fixed,,SPY,ts_momentum,Time-series momentum,VOLATILITY_SQUEEZE,2018-07-02,2018-07-03,2018-08-29,^GSPC,240.7,Trend-following long — its own 12-month return is +14.5%,GBP,1.0,1.0,1.0,10058.8,2.0
long,5253.3065,5255.9332,5891.8926,5027.48,5894.84,28,20,target,17806.86,747.83,17059.03,2.83,2.84,fixed,,AZN.L,ts_momentum,Time-series momentum,SIDEWAYS,2018-07-09,2018-07-10,2018-08-07,,5244.32,Trend-following long — its own 12-month return is +2.5%,GBP,1.0,1.0,1.0,17059.03,747.83
long,44.8955,44.918,51.944,42.49,51.97,3341,35,target,23473.87,2.0,23471.87,2.93,2.94,fixed,,AAPL,ts_momentum,Time-series momentum,SIDEWAYS,2018-07-09,2018-07-10,2018-08-28,^GSPC,44.86,Trend-following long — its own 12-month return is +34.2%,GBP,1.0,1.0,1.0,23471.87,2.0
long,95.5299,95.5777,93.8236,93.93,99.18,1570,23,stop,-2753.94,2.0,-2755.94,-1.07,-1.04,fixed,,TLT,low_beta,Low beta,SIDEWAYS,2018-08-13,2018-08-14,2018-09-17,^GSPC,95.43,"Defensive tilt — beta -0.17, still in its own uptrend",GBP,1.0,1.0,1.0,-2755.94,2.0
long,6043.3901,6046.4118,5685.5358,5688.38,7096.46,24,15,stop,-8661.02,737.57,-9398.59,-1.01,-1.0,fixed,,AZN.L,ts_momentum,Time-series momentum,TRENDING_UP,2018-08-13,2018-08-14,2018-09-05,,6040.4,Trend-following long — its own 12-month return is +37.3%,GBP,1.0,1.0,1.0,-9398.59,737.57
long,66.62,66.6533,69.7151,61.45,81.37,1934,40,timeout,5921.52,2.0,5919.52,0.6,0.61,fixed,,CL=F,ts_momentum,Time-series momentum,SIDEWAYS,2018-08-20,2018-08-21,2018-10-17,^GSPC,66.43,Trend-following long — its own 12-month return is +36.9%,GBP,1.0,1.0,1.0,5919.52,2.0
long,84.257,84.2991,83.6872,83.74,85.58,1780,7,stop,-1089.18,2.0,-1091.18,-1.1,-1.02,fixed,,IEF,low_beta,Low beta,SIDEWAYS,2018-09-04,2018-09-05,2018-09-14,^GSPC,84.27,"Defensive tilt — beta -0.11, still in its own uptrend",GBP,1.0,1.0,1.0,-1091.18,2.0
long,54.0962,54.1233,51.5842,51.61,60.97,2772,3,stop,-7038.39,2.0,-7040.39,-1.01,-1.0,fixed,,AAPL,ts_momentum,Time-series momentum,TRENDING_UP,2018-09-04,2018-09-05,2018-09-10,^GSPC,53.95,Trend-following long — its own 12-month return is +41.3%,GBP,1.0,1.0,1.0,-7040.39,2.0
long,256.2373,256.3655,251.4242,251.55,271.71,585,25,stop,-2890.66,2.0,-2892.66,-1.03,-1.0,fixed,,SPY,ts_momentum,Time-series momentum,SIDEWAYS,2018-09-04,2018-09-05,2018-10-10,^GSPC,256.59,Trend-following long — its own 12-month return is +19.1%,GBP,1.0,1.0,1.0,-2892.66,2.0
long,5709.0323,5711.8868,5744.0855,5439.7,6449.14,26,40,timeout,837.17,754.55,82.62,0.13,0.14,fixed,,AZN.L,ts_momentum,Time-series momentum,TRENDING_UP,2018-09-10,2018-09-11,2018-11-06,,5692.06,Trend-following long — its own 12-month return is +16.7%,GBP,1.0,1.0,1.0,82.62,754.55
long,51.4503,51.4761,47.876,47.9,62.18,2816,34,stop,-10137.88,2.0,-10139.88,-1.01,-1.0,fixed,,AAPL,ts_momentum,Time-series momentum,TRENDING_UP,2018-09-17,2018-09-18,2018-11-05,^GSPC,51.47,Trend-following long — its own 12-month return is +38.3%,GBP,1.0,1.0,1.0,-10139.88,2.0
long,83.3579,83.3996,83.1266,83.3,84.21,1799,1,stop,-491.13,2.0,-493.13,-3.99,-3.28,fixed,,IEF,band_reversion,Band reversion,SIDEWAYS,2018-09-18,2018-09-19,2018-09-20,^GSPC,83.41,Oversold and stalling — fade back to the 20-day average,GBP,1.0,1.0,1.0,-493.13,2.0
long,83.361,83.4027,82.5924,82.64,85.04,1799,2,stop,-1457.73,2.0,-1459.73,-1.07,-1.01,fixed,,IEF,high_52w,52-week high,SIDEWAYS,2018-10-01,2018-10-02,2018-10-04,^GSPC,83.24,At 96% of its 52-week high,GBP,1.0,1.0,1.0,-1459.73,2.0
long,625.9038,626.2168,620.6995,621.01,660.09,239,1,stop,-1318.63,760.33,-2078.96,-1.06,-1.0,fixed,,HSBA.L,band_reversion,Band reversion,SIDEWAYS,2018-10-12,2018-10-15,2018-10-16,,626.4,Oversold and stalling — fade back to the 20-day average,GBP,1.0,1.0,1.0,-2078.96,760.33
long,246.0042,246.1272,234.3628,234.48,272.76,609,8,stop,-7164.52,2.0,-7166.52,-1.01,-1.0,fixed,,SPY,ts_momentum,Time-series momentum,TRENDING_UP,2018-10-15,2018-10-16,2018-10-26,^GSPC,244.05,Trend-following long — its own 12-month return is +9.6%,GBP,1.0,1.0,1.0,-7166.52,2.0
long,69.55,69.5848,63.4982,63.53,86.09,1661,7,stop,-10109.84,2.0,-10111.84,-1.01,-1.0,fixed,,CL=F,ts_momentum,Time-series momentum,SIDEWAYS,2018-10-22,2018-10-23,2018-11-01,^GSPC,69.17,Trend-following long — its own 12-month return is +34.4%,GBP,1.0,1.0,1.0,-10111.84,2.0
long,83.4272,83.4689,82.7586,82.8,85.52,1797,3,stop,-1276.41,2.0,-1278.41,-1.07,-1.0,fixed,,IEF,low_beta,Low beta,SIDEWAYS,2018-10-29,2018-10-30,2018-11-02,^GSPC,83.58,"Defensive tilt — beta -0.10, still in its own uptrend",GBP,1.0,1.0,1.0,-1278.41,2.0
long,6293.9085,6297.0555,5706.8052,5709.66,7827.06,17,30,stop,-10034.26,547.25,-10581.51,-1.0,-1.0,fixed,,AZN.L,ts_momentum,Time-series momentum,SIDEWAYS,2018-11-12,2018-11-13,2018-12-27,,6239.01,Trend-following long — its own 12-month return is +26.8%,GBP,1.0,1.0,1.0,-10581.51,547.25
long,45.4283,45.451,40.3698,40.39,62.95,1984,8,stop,-10081.1,2.0,-10083.1,-1.0,-1.0,fixed,,AAPL,ts_momentum,Time-series momentum,TRENDING_UP,2018-11-12,2018-11-13,2018-11-26,^GSPC,46.03,Trend-following long — its own 12-month return is +12.8%,GBP,1.0,1.0,1.0,-10083.1,2.0
long,83.9213,83.9633,85.6337,83.2,85.65,1787,19,target,2985.0,2.0,2983.0,2.37,2.43,fixed,,IEF,low_beta,Low beta,SIDEWAYS,2018-11-19,2018-11-20,2018-12-19,^GSPC,83.9,"Defensive tilt — beta -0.10, still in its own uptrend",GBP,1.0,1.0,1.0,2983.0,2.0
long,247.5783,247.7021,236.3873,236.77,283.33,605,1,stop,-6845.45,2.0,-6847.45,-1.04,-1.02,fixed,,SPY,ts_momentum,Time-series momentum,TRENDING_UP,2018-12-03,2018-12-04,2018-12-06,^GSPC,248.41,Trend-following long — its own 12-month return is +7.5%,GBP,1.0,1.0,1.0,-6847.45,2.0
long,95.159,95.2066,98.2671,93.3,99.6,1576,40,timeout,4823.35,2.0,4821.35,1.67,1.7,fixed,,TLT,low_beta,Low beta,SIDEWAYS,2018-12-10,2018-12-11,2019-02-08,^GSPC,95.1,"Defensive tilt — beta -0.14, still in its own uptrend",GBP,1.0,1.0,1.0,4821.35,2.0
long,86.0592,86.1022,87.005,85.08,89.04,1742,40,timeout,1572.68,2.0,1570.68,0.97,1.01,fixed,,IEF,ts_momentum,Time-series momentum,TRENDING_UP,2018-12-24,2018-12-26,2019-02-25,^GSPC,86.07,Trend-following long — its own 12-month return is +0.8%,GBP,1.0,1.0,1.0,1570.68,2.0
